,Date,Route,SailingTime,Vessel,ScheduledDeparture,ActualDeparture,ETA(Arrival.Time),Status,24HourDeparture,Traffic,WindSpeed_kph,Delay,Temperature
165,281,2016-09-02,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,8:35 AM,8:32 AM,9:15 AM,On Time,835,2,4,-3,12
166,282,2016-09-02,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,9:05 AM,9:04 AM,...,On Time,905,1,2,-1,12
167,283,2016-09-02,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,10:35 AM,10:35 AM,12:21 PM,On Time,1035,2,1,0,12
168,284,2016-09-02,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,2:05 PM,2:06 PM,...,On Time,1405,1,2,1,16
169,285,2016-09-02,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,2:20 PM,2:18 PM,3:01 PM,On Time,1420,1,2,-2,16
170,286,2016-09-02,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,4:30 PM,4:29 PM,...,On Time,1630,1,2,-1,17
171,287,2016-09-02,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,6:15 PM,6:17 PM,...,On Time,1815,3,1,2,14
172,288,2016-09-02,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,8:00 PM,7:57 PM,8:41 PM,On Time,2000,2,5,-3,12
173,289,2016-09-02,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 AM,7:01 AM,8:33 AM,On Time,700,1,5,1,12
174,290,2016-09-02,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,8:00 AM,8:02 AM,9:33 AM,On Time,800,1,4,2,12
175,291,2016-09-02,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,9:00 AM,9:03 AM,10:35 AM,On Time,900,1,2,3,12
176,292,2016-09-02,Swartz Bay to Tsawwassen,1 hour 35 minutes,Queen of New Westminster,10:00 AM,10:03 AM,11:33 AM,On Time,1000,1,1,3,12
177,293,2016-09-02,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,11:00 AM,11:01 AM,12:33 PM,On Time,1100,1,2,1,13
178,294,2016-09-02,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,12:00 PM,12:01 PM,1:33 PM,On Time,1200,1,2,1,14
179,295,2016-09-02,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,1:00 PM,1:05 PM,2:35 PM,On Time,1300,1,2,5,15
180,296,2016-09-02,Swartz Bay to Tsawwassen,1 hour 35 minutes,Queen of New Westminster,2:00 PM,2:02 PM,3:35 PM,On Time,1400,1,2,2,16
181,297,2016-09-02,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,3:00 PM,3:05 PM,4:33 PM,On Time,1500,1,3,5,17
182,298,2016-09-02,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,4:00 PM,4:07 PM,5:35 PM,On Time,1600,1,2,7,17
183,299,2016-09-02,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,5:00 PM,5:08 PM,6:37 PM,On Time,1700,3,1,8,15
184,300,2016-09-02,Swartz Bay to Tsawwassen,1 hour 35 minutes,Queen of New Westminster,6:00 PM,6:07 PM,7:33 PM,On Time,1800,2,1,7,14
185,301,2016-09-02,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 PM,7:09 PM,8:41 PM,On Time,1900,2,1,9,13
186,302,2016-09-02,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,8:00 PM,8:02 PM,9:39 PM,On Time,2000,2,5,2,12
187,303,2016-09-02,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,9:00 PM,9:00 PM,10:31 PM,On Time,2100,2,5,0,11
188,304,2016-09-02,Swartz Bay to Tsawwassen,1 hour 35 minutes,Queen of New Westminster,10:00 PM,9:58 PM,11:25 PM,On Time,2200,3,3,-2,12
189,305,2016-09-02,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,5:15 AM,5:15 AM,7:23 AM,On Time,515,1,4,0,11
190,306,2016-09-02,Duke Point to Tsawwassen,2 hours,Queen of Alberni,7:45 AM,7:48 AM,9:47 AM,On Time,745,1,5,3,12
191,307,2016-09-02,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,10:15 AM,10:18 AM,12:19 PM,On Time,1015,1,1,3,12
192,308,2016-09-02,Duke Point to Tsawwassen,2 hours,Queen of Alberni,12:45 PM,12:45 PM,2:45 PM,On Time,1245,1,2,0,14
193,309,2016-09-02,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,3:15 PM,3:24 PM,5:21 PM,On Time,1515,1,3,9,17
194,310,2016-09-02,Duke Point to Tsawwassen,2 hours,Queen of Alberni,5:45 PM,5:43 PM,...,On Time,1745,3,1,-2,15
195,311,2016-09-02,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,8:15 PM,8:20 PM,10:13 PM,On Time,2015,2,5,5,12
196,312,2016-09-02,Duke Point to Tsawwassen,2 hours,Queen of Alberni,10:45 PM,10:43 PM,ETA: 12:45 AM,On Time,2245,3,3,-2,12
197,313,2016-09-02,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,6:20 AM,6:19 AM,8:01 AM,On Time,620,1,5,-1,11
198,314,2016-09-02,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,7:45 AM,7:44 AM,9:23 AM,On Time,745,1,5,-1,12
199,315,2016-09-02,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,8:30 AM,8:28 AM,10:07 AM,On Time,830,1,4,-2,12
200,316,2016-09-02,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,10:40 AM,10:39 AM,12:19 PM,On Time,1040,1,1,-1,12
201,317,2016-09-02,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,12:15 PM,12:12 PM,1:53 PM,On Time,1215,2,2,-3,14
202,318,2016-09-02,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,12:50 PM,12:49 PM,2:31 PM,On Time,1250,1,2,-1,14
203,319,2016-09-02,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,3:10 PM,3:09 PM,4:51 PM,On Time,1510,1,3,-1,17
204,320,2016-09-02,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,4:40 PM,4:41 PM,6:21 PM,On Time,1640,1,2,1,17
205,321,2016-09-02,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,5:20 PM,5:19 PM,7:07 PM,On Time,1720,1,1,-1,15
206,322,2016-09-02,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,7:30 PM,7:28 PM,9:09 PM,On Time,1930,2,1,-2,13
207,323,2016-09-02,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,9:30 PM,9:33 PM,11:15 PM,On Time,2130,3,5,3,11
208,324,2016-09-02,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,6:00 AM,5:59 AM,6:19 AM,On Time,600,1,5,-1,11
209,325,2016-09-02,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,7:00 AM,7:00 AM,7:19 AM,On Time,700,1,5,0,12
210,326,2016-09-02,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,8:00 AM,7:59 AM,8:19 AM,On Time,800,1,4,-1,12
211,327,2016-09-02,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,9:05 AM,9:06 AM,9:27 AM,On Time,905,1,2,1,12
212,328,2016-09-02,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,10:05 AM,10:05 AM,10:25 AM,On Time,1005,1,1,0,12
213,329,2016-09-02,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,11:05 AM,11:05 AM,11:25 AM,On Time,1105,2,2,0,13
214,330,2016-09-02,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,12:10 PM,12:07 PM,12:27 PM,On Time,1210,1,2,-3,14
215,331,2016-09-02,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,2:35 PM,2:35 PM,2:57 PM,On Time,1435,1,2,0,16
216,332,2016-09-02,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,3:45 PM,3:45 PM,4:07 PM,On Time,1545,1,3,0,17
217,333,2016-09-02,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,4:45 PM,4:52 PM,5:13 PM,On Time,1645,1,2,7,17
218,334,2016-09-02,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,5:50 PM,5:57 PM,6:19 PM,On Time,1750,1,1,7,15
219,335,2016-09-02,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,6:50 PM,7:03 PM,7:23 PM,Traffic delays,1850,1,1,13,14
220,336,2016-09-02,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,7:50 PM,8:02 PM,8:23 PM,Operational delay,1950,2,1,12,13
221,337,2016-09-02,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,8:40 PM,8:55 PM,9:17 PM,Operational delay,2040,2,5,15,12
222,338,2016-09-02,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,9:40 PM,9:48 PM,10:09 PM,On Time,2140,1,5,8,11
223,339,2016-09-02,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,6:20 AM,6:21 AM,8:01 AM,On Time,620,1,5,1,11
224,340,2016-09-02,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Coastal Renaissance,8:30 AM,8:30 AM,10:09 AM,On Time,830,1,4,0,12
225,341,2016-09-02,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,9:55 AM,9:55 AM,11:37 AM,On Time,955,1,2,0,12
226,342,2016-09-02,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,10:40 AM,10:43 AM,12:23 PM,On Time,1040,1,1,3,12
227,343,2016-09-02,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,2:30 PM,2:31 PM,4:09 PM,On Time,1430,1,2,1,16
228,344,2016-09-02,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,3:10 PM,3:12 PM,4:51 PM,On Time,1510,1,3,2,17
229,345,2016-09-02,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Coastal Renaissance,5:20 PM,5:23 PM,7:01 PM,On Time,1720,1,1,3,15
230,346,2016-09-02,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,6:55 PM,6:55 PM,8:53 PM,On Time,1855,1,1,0,14
231,347,2016-09-02,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,7:30 PM,7:31 PM,9:13 PM,On Time,1930,2,1,1,13
232,348,2016-09-02,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Coastal Renaissance,9:30 PM,9:31 PM,11:11 PM,On Time,2130,3,5,1,11
233,349,2016-09-02,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,7:25 AM,7:29 AM,8:09 AM,On Time,725,1,5,4,12
234,350,2016-09-02,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,9:40 AM,9:40 AM,10:25 AM,On Time,940,1,2,0,12
235,351,2016-09-02,Horseshoe Bay to Langdale,40 minutes,Queen of Coquitlam,11:10 AM,11:10 AM,11:53 AM,On Time,1110,1,2,0,13
236,352,2016-09-02,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,12:00 PM,12:00 PM,12:44 PM,On Time,1200,1,2,0,14
237,353,2016-09-02,Horseshoe Bay to Langdale,40 minutes,Queen of Coquitlam,1:35 PM,1:36 PM,2:15 PM,On Time,1335,1,2,1,15
238,354,2016-09-02,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,2:15 PM,2:16 PM,3:02 PM,On Time,1415,1,2,1,16
239,355,2016-09-02,Horseshoe Bay to Langdale,40 minutes,Queen of Coquitlam,3:45 PM,3:47 PM,4:27 PM,On Time,1545,1,3,2,17
240,356,2016-09-02,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,4:30 PM,4:30 PM,5:15 PM,On Time,1630,1,2,0,17
241,357,2016-09-02,Horseshoe Bay to Langdale,40 minutes,Queen of Coquitlam,5:50 PM,5:54 PM,6:36 PM,On Time,1750,1,1,4,15
242,358,2016-09-02,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,6:35 PM,6:38 PM,7:23 PM,On Time,1835,1,1,3,14
243,359,2016-09-02,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,8:40 PM,8:45 PM,9:27 PM,On Time,2040,2,5,5,12
244,360,2016-09-02,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,10:35 PM,10:37 PM,11:18 PM,On Time,2235,2,3,2,12
245,361,2016-09-02,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,6:20 AM,6:21 AM,7:03 AM,On Time,620,1,5,1,11
246,362,2016-09-02,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,8:30 AM,8:31 AM,9:13 AM,On Time,830,1,4,1,12
247,363,2016-09-02,Langdale to Horseshoe Bay,40 minutes,Queen of Coquitlam,10:05 AM,10:05 AM,10:47 AM,On Time,1005,1,1,0,12
248,364,2016-09-02,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,10:50 AM,10:50 AM,11:33 AM,On Time,1050,1,1,0,12
249,365,2016-09-02,Langdale to Horseshoe Bay,40 minutes,Queen of Coquitlam,12:30 PM,12:29 PM,1:11 PM,On Time,1230,1,2,-1,14
250,366,2016-09-02,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,1:05 PM,1:04 PM,1:49 PM,On Time,1305,1,2,-1,15
251,367,2016-09-02,Langdale to Horseshoe Bay,40 minutes,Queen of Coquitlam,2:40 PM,2:38 PM,3:25 PM,On Time,1440,1,2,-2,16
252,368,2016-09-02,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,3:25 PM,3:25 PM,4:07 PM,On Time,1525,1,3,0,17
253,369,2016-09-02,Langdale to Horseshoe Bay,40 minutes,Queen of Coquitlam,4:45 PM,4:47 PM,5:27 PM,On Time,1645,1,2,2,17
254,370,2016-09-02,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,5:30 PM,5:31 PM,6:11 PM,On Time,1730,2,1,1,15
255,371,2016-09-02,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,7:35 PM,7:36 PM,8:21 PM,On Time,1935,4,1,1,13
256,372,2016-09-02,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,9:40 PM,9:45 PM,10:25 PM,On Time,2140,1,5,5,11
257,373,2016-09-03,Tsawwassen to Swartz Bay,1 hour 35 minutes,Queen of New Westminster,6:00 AM,5:59 AM,...,On Time,600,1,1,-1,12
258,374,2016-09-03,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,7:00 AM,7:01 AM,8:33 AM,On Time,700,1,4,1,11
259,375,2016-09-03,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,8:00 AM,8:03 AM,9:37 AM,On Time,800,1,1,3,11
260,376,2016-09-03,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,9:00 AM,9:01 AM,10:35 AM,On Time,900,1,1,1,13
261,377,2016-09-03,Tsawwassen to Swartz Bay,1 hour 35 minutes,Queen of New Westminster,10:00 AM,10:05 AM,11:31 AM,On Time,1000,1,1,5,13
262,378,2016-09-03,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,11:00 AM,11:04 AM,12:33 PM,On Time,1100,1,1,4,13
263,379,2016-09-03,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,12:00 PM,12:02 PM,1:33 PM,On Time,1200,1,3,2,15
264,380,2016-09-03,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,1:00 PM,1:00 PM,2:33 PM,On Time,1300,1,3,0,15
265,381,2016-09-03,Tsawwassen to Swartz Bay,1 hour 35 minutes,Queen of New Westminster,2:00 PM,2:05 PM,3:37 PM,On Time,1400,1,3,5,17
266,382,2016-09-03,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,3:00 PM,3:02 PM,4:37 PM,On Time,1500,1,3,2,17
267,383,2016-09-03,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,4:00 PM,4:01 PM,5:35 PM,On Time,1600,1,3,1,17
268,384,2016-09-03,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,5:00 PM,5:01 PM,6:35 PM,On Time,1700,2,2,1,15
269,385,2016-09-03,Tsawwassen to Swartz Bay,1 hour 35 minutes,Queen of New Westminster,6:00 PM,6:00 PM,7:33 PM,On Time,1800,2,1,0,14
270,386,2016-09-03,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,7:00 PM,7:00 PM,8:33 PM,On Time,1900,3,1,0,13
271,387,2016-09-03,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,8:00 PM,8:01 PM,9:27 PM,On Time,2000,3,3,1,12
272,388,2016-09-03,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,9:00 PM,9:01 PM,10:29 PM,On Time,2100,3,5,1,12
273,389,2016-09-03,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,8:40 AM,8:42 AM,...,On Time,840,1,1,2,11
274,390,2016-09-03,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,12:35 PM,12:44 PM,2:17 PM,On Time,1235,1,3,9,15
275,391,2016-09-03,Tsawwassen to Southern Gulf Islands,Variable,Bowen Queen,1:50 PM,1:50 PM,...,On Time,1350,1,3,0,15
276,392,2016-09-03,Tsawwassen to Southern Gulf Islands,Variable,Bowen Queen,6:20 PM,6:19 PM,...,On Time,1820,1,1,-1,14
277,393,2016-09-03,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,9:30 PM,9:27 PM,10:47 PM,On Time,2130,1,5,-3,12
278,394,2016-09-03,Tsawwassen to Duke Point,2 hours,Queen of Alberni,5:15 AM,5:15 AM,7:13 AM,On Time,515,1,1,0,12
279,395,2016-09-03,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,7:45 AM,7:49 AM,9:51 AM,On Time,745,2,4,4,11
280,396,2016-09-03,Tsawwassen to Duke Point,2 hours,Queen of Alberni,10:15 AM,10:15 AM,12:15 PM,On Time,1015,1,1,0,13
281,397,2016-09-03,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,12:45 PM,12:47 PM,2:53 PM,On Time,1245,2,3,2,15
282,398,2016-09-03,Tsawwassen to Duke Point,2 hours,Queen of Alberni,3:15 PM,3:15 PM,5:09 PM,On Time,1515,1,3,0,17
283,399,2016-09-03,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,5:45 PM,5:46 PM,7:37 PM,On Time,1745,2,2,1,15
284,400,2016-09-03,Tsawwassen to Duke Point,2 hours,Queen of Alberni,8:15 PM,8:13 PM,10:25 PM,On Time,2015,2,3,-2,12
285,401,2016-09-03,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,10:45 PM,10:46 PM,ETA: 12:46 AM,On Time,2245,1,3,1,12
286,402,2016-09-03,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,7:00 AM,6:59 AM,7:33 AM,On Time,700,1,4,-1,11
287,403,2016-09-03,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,8:30 AM,8:27 AM,8:59 AM,On Time,830,2,1,-3,11
288,404,2016-09-03,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,10:00 AM,10:01 AM,10:33 AM,On Time,1000,1,1,1,13
289,405,2016-09-03,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,11:30 AM,11:36 AM,12:09 PM,On Time,1130,1,1,6,13
290,406,2016-09-03,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,1:10 PM,1:07 PM,1:39 PM,On Time,1310,1,3,-3,15
291,407,2016-09-03,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,3:00 PM,3:04 PM,3:37 PM,On Time,1500,1,3,4,17
292,408,2016-09-03,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,5:00 PM,4:57 PM,5:31 PM,On Time,1700,2,2,-3,15
293,409,2016-09-03,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,7:00 PM,6:57 PM,7:33 PM,On Time,1900,3,1,-3,13
294,410,2016-09-03,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,9:00 PM,8:58 PM,9:31 PM,On Time,2100,3,5,-2,12
295,411,2016-09-03,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,5:50 AM,5:47 AM,...,On Time,550,1,1,-3,12
296,412,2016-09-03,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,6:15 AM,6:14 AM,...,On Time,615,1,1,-1,12
297,413,2016-09-03,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,8:25 AM,8:25 AM,...,On Time,825,1,1,0,11
298,414,2016-09-03,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,10:05 AM,10:05 AM,...,On Time,1005,2,1,0,13
299,415,2016-09-03,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,2:15 PM,2:13 PM,...,On Time,1415,1,3,-2,17
300,416,2016-09-03,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,3:10 PM,3:08 PM,...,On Time,1510,1,3,-2,17
301,417,2016-09-03,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,6:15 PM,6:14 PM,6:57 PM,On Time,1815,1,1,-1,14
302,418,2016-09-03,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,6:45 PM,6:43 PM,...,On Time,1845,2,1,-2,14
303,419,2016-09-03,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,8:00 PM,7:58 PM,8:41 PM,On Time,2000,3,3,-2,12
304,420,2016-09-03,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,6:00 AM,6:02 AM,7:37 AM,On Time,600,1,1,2,12
305,421,2016-09-03,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 AM,7:00 AM,8:31 AM,On Time,700,1,4,0,11
306,422,2016-09-03,Swartz Bay to Tsawwassen,1 hour 35 minutes,Queen of New Westminster,8:00 AM,8:00 AM,9:35 AM,On Time,800,1,1,0,11
307,423,2016-09-03,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,9:00 AM,9:05 AM,10:37 AM,On Time,900,1,1,5,13
308,424,2016-09-03,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,10:00 AM,10:04 AM,11:35 AM,On Time,1000,1,1,4,13
309,425,2016-09-03,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,11:00 AM,11:00 AM,12:33 PM,On Time,1100,1,1,0,13
310,426,2016-09-03,Swartz Bay to Tsawwassen,1 hour 35 minutes,Queen of New Westminster,12:00 PM,12:02 PM,...,On Time,1200,1,3,2,15
311,427,2016-09-03,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,1:00 PM,12:59 PM,2:31 PM,On Time,1300,1,3,-1,15
312,428,2016-09-03,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,2:00 PM,2:02 PM,3:33 PM,On Time,1400,1,3,2,17
313,429,2016-09-03,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,3:00 PM,3:01 PM,4:31 PM,On Time,1500,1,3,1,17
314,430,2016-09-03,Swartz Bay to Tsawwassen,1 hour 35 minutes,Queen of New Westminster,4:00 PM,4:03 PM,5:27 PM,On Time,1600,1,3,3,17
315,431,2016-09-03,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,5:00 PM,5:01 PM,6:35 PM,On Time,1700,2,2,1,15
316,432,2016-09-03,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,6:00 PM,6:01 PM,7:41 PM,On Time,1800,2,1,1,14
317,433,2016-09-03,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 PM,7:00 PM,8:31 PM,On Time,1900,3,1,0,13
318,434,2016-09-03,Swartz Bay to Tsawwassen,1 hour 35 minutes,Queen of New Westminster,8:00 PM,8:01 PM,9:27 PM,On Time,2000,3,3,1,12
319,435,2016-09-03,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,9:00 PM,9:01 PM,10:31 PM,On Time,2100,3,5,1,12
320,436,2016-09-03,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,5:15 AM,5:16 AM,7:25 AM,On Time,515,1,1,1,12
321,437,2016-09-03,Duke Point to Tsawwassen,2 hours,Queen of Alberni,7:45 AM,7:45 AM,9:41 AM,On Time,745,2,4,0,11
322,438,2016-09-03,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,10:15 AM,10:15 AM,12:17 PM,On Time,1015,1,1,0,13
323,439,2016-09-03,Duke Point to Tsawwassen,2 hours,Queen of Alberni,12:45 PM,12:45 PM,2:41 PM,On Time,1245,2,3,0,15
324,440,2016-09-03,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,3:15 PM,3:22 PM,5:19 PM,On Time,1515,1,3,7,17
325,441,2016-09-03,Duke Point to Tsawwassen,2 hours,Queen of Alberni,5:45 PM,5:45 PM,7:49 PM,Crew conducted required safety drill,1745,2,2,0,15
326,442,2016-09-03,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,8:15 PM,8:15 PM,10:09 PM,On Time,2015,2,3,0,12
327,443,2016-09-03,Duke Point to Tsawwassen,2 hours,Queen of Alberni,10:45 PM,10:43 PM,ETA: 12:45 AM,On Time,2245,1,3,-2,12
328,444,2016-09-03,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,6:20 AM,6:19 AM,8:01 AM,On Time,620,1,1,-1,12
329,445,2016-09-03,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,8:30 AM,8:33 AM,10:17 AM,On Time,830,2,1,3,11
330,446,2016-09-03,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,10:40 AM,10:39 AM,12:19 PM,On Time,1040,1,1,-1,13
331,447,2016-09-03,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,12:15 PM,12:12 PM,1:51 PM,On Time,1215,2,3,-3,15
332,448,2016-09-03,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,12:50 PM,12:55 PM,2:39 PM,Operational delay,1250,1,3,5,15
333,449,2016-09-03,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,3:10 PM,3:09 PM,4:49 PM,On Time,1510,1,3,-1,17
