,Date,Route,SailingTime,Vessel,ScheduledDeparture,ActualDeparture,ETA(Arrival.Time),Status,24HourDeparture,Traffic,WindSpeed_kph,Delay,Temperature
2455,2571,2016-09-24,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,11:30 AM,11:40 AM,12:14 PM,Traffic delays,1130,1,1,10,13
2456,2572,2016-09-24,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,1:10 PM,1:19 PM,1:54 PM,On Time,1310,2,1,9,13
2457,2573,2016-09-24,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,3:00 PM,2:59 PM,3:36 PM,On Time,1500,1,1,-1,15
2458,2574,2016-09-24,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,5:00 PM,5:01 PM,5:36 PM,On Time,1700,1,0,1,14
2459,2575,2016-09-24,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,7:00 PM,7:00 PM,7:36 PM,On Time,1900,1,4,0,12
2460,2576,2016-09-24,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,9:00 PM,8:57 PM,9:32 PM,On Time,2100,1,4,-3,11
2461,2577,2016-09-24,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,5:40 AM,5:39 AM,...,On Time,540,1,0,-1,9
2462,2578,2016-09-24,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,5:50 AM,5:48 AM,...,On Time,550,1,0,-2,9
2463,2579,2016-09-24,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,8:15 AM,8:22 AM,...,On Time,815,1,4,7,11
2464,2580,2016-09-24,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,9:35 AM,9:41 AM,...,On Time,935,1,1,6,12
2465,2581,2016-09-24,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,2:30 PM,2:29 PM,...,On Time,1430,1,2,-1,16
2466,2582,2016-09-24,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,4:00 PM,3:58 PM,5:42 PM,On Time,1600,1,2,-2,14
2467,2583,2016-09-24,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,6:35 PM,6:38 PM,...,On Time,1835,1,3,3,13
2468,2584,2016-09-24,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,7:10 PM,7:08 PM,...,On Time,1910,2,4,-2,12
2469,2585,2016-09-24,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 AM,7:01 AM,8:34 AM,On Time,700,1,2,1,10
2470,2586,2016-09-24,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,8:00 AM,8:02 AM,9:34 AM,On Time,800,1,4,2,11
2471,2587,2016-09-24,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,9:00 AM,9:02 AM,10:32 AM,On Time,900,1,1,2,12
2472,2588,2016-09-24,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,11:00 AM,11:04 AM,12:36 PM,On Time,1100,1,1,4,13
2473,2589,2016-09-24,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,12:00 PM,12:01 PM,1:34 PM,On Time,1200,2,3,1,14
2474,2590,2016-09-24,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,1:00 PM,1:01 PM,2:32 PM,On Time,1300,1,1,1,13
2475,2591,2016-09-24,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,3:00 PM,3:04 PM,4:38 PM,On Time,1500,1,1,4,15
2476,2592,2016-09-24,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,5:00 PM,5:04 PM,6:40 PM,On Time,1700,1,0,4,14
2477,2593,2016-09-24,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 PM,7:07 PM,8:40 PM,On Time,1900,1,4,7,12
2478,2594,2016-09-24,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,9:00 PM,9:02 PM,10:30 PM,On Time,2100,1,4,2,11
2479,2595,2016-09-24,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,5:15 AM,5:14 AM,7:24 AM,On Time,515,1,0,-1,9
2480,2596,2016-09-24,Duke Point to Tsawwassen,2 hours,Queen of Alberni,7:45 AM,7:43 AM,9:52 AM,On Time,745,1,2,-2,10
2481,2597,2016-09-24,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,10:15 AM,10:15 AM,12:18 PM,On Time,1015,1,2,0,12
2482,2598,2016-09-24,Duke Point to Tsawwassen,2 hours,Queen of Alberni,12:45 PM,12:44 PM,2:50 PM,On Time,1245,1,3,-1,14
2483,2599,2016-09-24,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,3:15 PM,3:15 PM,5:28 PM,On Time,1515,1,1,0,15
2484,2600,2016-09-24,Duke Point to Tsawwassen,2 hours,Queen of Alberni,5:45 PM,5:48 PM,7:50 PM,On Time,1745,1,0,3,14
2485,2601,2016-09-24,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,6:20 AM,6:18 AM,8:02 AM,On Time,620,1,2,-2,9
2486,2602,2016-09-24,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,8:30 AM,8:30 AM,10:12 AM,On Time,830,2,4,0,11
2487,2603,2016-09-24,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,10:40 AM,10:40 AM,12:22 PM,On Time,1040,2,2,0,12
2488,2604,2016-09-24,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,12:50 PM,12:52 PM,2:36 PM,On Time,1250,2,3,2,14
2489,2605,2016-09-24,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,3:10 PM,3:12 PM,4:52 PM,On Time,1510,1,1,2,15
2490,2606,2016-09-24,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,5:20 PM,5:20 PM,7:06 PM,On Time,1720,1,0,0,14
2491,2607,2016-09-24,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,7:30 PM,7:29 PM,9:12 PM,On Time,1930,2,4,-1,12
2492,2608,2016-09-24,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,9:30 PM,9:33 PM,11:18 PM,On Time,2130,2,4,3,11
2493,2609,2016-09-24,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,6:00 AM,5:59 AM,6:24 AM,On Time,600,1,2,-1,9
2494,2610,2016-09-24,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,8:00 AM,8:01 AM,8:22 AM,On Time,800,1,4,1,11
2495,2611,2016-09-24,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,9:05 AM,9:04 AM,9:26 AM,On Time,905,2,1,-1,12
2496,2612,2016-09-24,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,10:05 AM,10:07 AM,10:30 AM,On Time,1005,2,2,2,12
2497,2613,2016-09-24,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,11:05 AM,11:07 AM,11:28 AM,On Time,1105,1,1,2,13
2498,2614,2016-09-24,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,12:10 PM,12:09 PM,12:32 PM,On Time,1210,1,3,-1,14
2499,2615,2016-09-24,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,2:35 PM,2:34 PM,2:55 PM,On Time,1435,1,2,-1,16
2500,2616,2016-09-24,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,3:45 PM,3:45 PM,4:06 PM,On Time,1545,1,1,0,15
2501,2617,2016-09-24,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,4:45 PM,4:48 PM,5:10 PM,On Time,1645,2,2,3,14
2502,2618,2016-09-24,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,5:50 PM,5:50 PM,6:10 PM,On Time,1750,1,0,0,14
2503,2619,2016-09-24,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,6:50 PM,6:49 PM,7:10 PM,On Time,1850,2,3,-1,13
2504,2620,2016-09-24,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,8:40 PM,8:41 PM,9:02 PM,On Time,2040,2,6,1,11
2505,2621,2016-09-24,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,9:40 PM,9:40 PM,10:00 PM,On Time,2140,2,4,0,11
2506,2622,2016-09-24,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,6:20 AM,6:20 AM,...,On Time,620,1,2,0,9
2507,2623,2016-09-24,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Coastal Renaissance,8:30 AM,8:30 AM,10:10 AM,On Time,830,2,4,0,11
2508,2624,2016-09-24,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,10:40 AM,10:41 AM,12:24 PM,On Time,1040,2,2,1,12
2509,2625,2016-09-24,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Coastal Renaissance,12:50 PM,12:52 PM,2:34 PM,On Time,1250,2,3,2,14
2510,2626,2016-09-24,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,3:10 PM,3:11 PM,4:52 PM,On Time,1510,1,1,1,15
2511,2627,2016-09-24,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Coastal Renaissance,5:20 PM,5:25 PM,7:06 PM,On Time,1720,1,0,5,14
2512,2628,2016-09-24,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,7:30 PM,7:34 PM,9:14 PM,On Time,1930,2,4,4,12
2513,2629,2016-09-24,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Coastal Renaissance,9:30 PM,9:30 PM,11:10 PM,On Time,2130,2,4,0,11
2514,2630,2016-09-24,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,7:20 AM,7:21 AM,8:06 AM,On Time,720,1,2,1,10
2515,2631,2016-09-24,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,9:25 AM,9:29 AM,10:14 AM,On Time,925,2,1,4,12
2516,2632,2016-09-24,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,11:30 AM,11:41 AM,12:24 PM,Traffic delays,1130,1,1,11,13
2517,2633,2016-09-24,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,1:35 PM,1:45 PM,2:28 PM,Operational delay,1335,1,1,10,13
2518,2634,2016-09-24,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,3:50 PM,3:59 PM,4:44 PM,Operational delay,1550,1,1,9,15
2519,2635,2016-09-24,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,5:50 PM,5:59 PM,6:42 PM,Operational delay,1750,1,0,9,14
2520,2636,2016-09-24,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,7:50 PM,7:55 PM,8:40 PM,On Time,1950,1,4,5,12
2521,2637,2016-09-24,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,9:45 PM,9:48 PM,10:29 PM,On Time,2145,2,4,3,11
2522,2638,2016-09-24,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,6:20 AM,6:20 AM,7:02 AM,On Time,620,1,2,0,9
2523,2639,2016-09-24,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,8:25 AM,8:25 AM,9:10 AM,On Time,825,1,4,0,11
2524,2640,2016-09-24,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,10:25 AM,10:35 AM,11:20 AM,Traffic delays,1025,2,2,10,12
2525,2641,2016-09-24,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,12:35 PM,12:46 PM,1:28 PM,Operational delay,1235,1,3,11,14
2526,2642,2016-09-24,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,2:45 PM,2:51 PM,3:34 PM,On Time,1445,1,2,6,16
2527,2643,2016-09-24,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,4:50 PM,5:01 PM,5:42 PM,Traffic delays,1650,2,2,11,14
2528,2644,2016-09-24,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,6:50 PM,6:58 PM,7:38 PM,On Time,1850,2,3,8,13
2529,2645,2016-09-24,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,8:45 PM,8:54 PM,9:36 PM,On Time,2045,2,6,9,11
2530,2646,2016-09-25,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,7:00 AM,6:58 AM,...,On Time,700,1,4,-2,13
2531,2647,2016-09-25,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,9:00 AM,9:23 AM,11:06 AM,Mechanical difficulties with vessel,900,2,3,23,13
2532,2648,2016-09-25,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,11:00 AM,11:13 AM,12:48 PM,Traffic delays,1100,1,1,13,14
2533,2649,2016-09-25,Tsawwassen to Swartz Bay,1 hour 35 minutes,Queen of New Westminster,12:00 PM,12:09 PM,1:40 PM,On Time,1200,2,2,9,16
2534,2650,2016-09-25,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,1:00 PM,1:46 PM,3:24 PM,Mechanical difficulties with vessel,1300,2,2,46,17
2535,2651,2016-09-25,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,2:00 PM,2:08 PM,3:38 PM,On Time,1400,1,2,8,17
2536,2652,2016-09-25,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,3:00 PM,3:12 PM,4:42 PM,Traffic delays,1500,1,2,12,18
2537,2653,2016-09-25,Tsawwassen to Swartz Bay,1 hour 35 minutes,Queen of New Westminster,4:00 PM,4:03 PM,5:36 PM,On Time,1600,1,1,3,19
2538,2654,2016-09-25,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,5:00 PM,6:08 PM,7:38 PM,Mechanical difficulties with vessel,1700,1,2,68,17
2539,2655,2016-09-25,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,6:00 PM,6:34 PM,7:58 PM,Operational delay,1800,1,3,34,15
2540,2656,2016-09-25,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of British Columbia,7:00 PM,7:15 PM,8:46 PM,Operational delay,1900,2,4,15,14
2541,2657,2016-09-25,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,9:00 PM,10:08 PM,11:40 PM,Mechanical difficulties with vessel,2100,2,2,68,14
2542,2658,2016-09-25,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,10:00 PM,10:25 PM,11:54 PM,Operational delay,2200,1,3,25,13
2543,2659,2016-09-25,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,11:10 AM,11:13 AM,...,On Time,1110,1,1,3,14
2544,2660,2016-09-25,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,6:40 PM,6:51 PM,...,Traffic delays,1840,1,3,11,15
2545,2661,2016-09-25,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,9:35 PM,10:01 PM,11:30 PM,Traffic delays,2135,2,2,26,14
2546,2662,2016-09-25,Tsawwassen to Duke Point,2 hours,Queen of Alberni,10:15 AM,10:16 AM,12:16 PM,On Time,1015,1,2,1,15
2547,2663,2016-09-25,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,12:45 PM,12:54 PM,2:52 PM,On Time,1245,1,2,9,16
2548,2664,2016-09-25,Tsawwassen to Duke Point,2 hours,Queen of Alberni,3:15 PM,3:18 PM,5:18 PM,On Time,1515,1,2,3,18
2549,2665,2016-09-25,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,5:45 PM,5:49 PM,7:50 PM,On Time,1745,2,2,4,17
2550,2666,2016-09-25,Tsawwassen to Duke Point,2 hours,Queen of Alberni,8:15 PM,8:14 PM,10:18 PM,On Time,2015,3,4,-1,14
2551,2667,2016-09-25,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,10:45 PM,10:52 PM,ETA: 12:52 AM,On Time,2245,3,3,7,13
2552,2668,2016-09-25,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,9:00 AM,9:00 AM,9:38 AM,On Time,900,2,3,0,13
2553,2669,2016-09-25,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,11:00 AM,11:10 AM,11:44 AM,Traffic delays,1100,1,1,10,14
2554,2670,2016-09-25,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,1:00 PM,12:59 PM,1:34 PM,On Time,1300,2,2,-1,17
2555,2671,2016-09-25,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,3:00 PM,2:58 PM,3:32 PM,On Time,1500,1,2,-2,18
2556,2672,2016-09-25,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,5:00 PM,5:00 PM,5:34 PM,On Time,1700,1,2,0,17
2557,2673,2016-09-25,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,7:00 PM,7:00 PM,7:36 PM,On Time,1900,2,4,0,14
2558,2674,2016-09-25,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,9:00 PM,9:00 PM,9:33 PM,On Time,2100,2,2,0,14
2559,2675,2016-09-25,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,6:00 AM,5:57 AM,...,On Time,600,1,1,-3,11
2560,2676,2016-09-25,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,6:25 AM,6:24 AM,...,On Time,625,1,1,-1,11
2561,2677,2016-09-25,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,9:35 AM,9:41 AM,...,On Time,935,1,3,6,13
2562,2678,2016-09-25,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,2:15 PM,2:13 PM,...,On Time,1415,1,2,-2,17
2563,2679,2016-09-25,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,2:40 PM,2:40 PM,...,On Time,1440,1,2,0,17
2564,2680,2016-09-25,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,5:25 PM,5:30 PM,6:14 PM,On Time,1725,1,2,5,17
2565,2681,2016-09-25,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,6:25 PM,6:33 PM,...,On Time,1825,2,3,8,15
2566,2682,2016-09-25,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,7:10 PM,7:08 PM,...,On Time,1910,1,4,-2,14
2567,2683,2016-09-25,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 AM,7:08 AM,8:46 AM,On Time,700,1,4,8,13
2568,2684,2016-09-25,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,9:00 AM,9:05 AM,10:38 AM,On Time,900,2,3,5,13
2569,2685,2016-09-25,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,11:00 AM,11:36 AM,1:14 PM,Mechanical difficulties with vessel,1100,1,1,36,14
2570,2686,2016-09-25,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,12:00 PM,12:02 PM,1:40 PM,On Time,1200,2,2,2,16
2571,2687,2016-09-25,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,1:00 PM,1:14 PM,2:44 PM,Traffic delays,1300,2,2,14,17
2572,2688,2016-09-25,Swartz Bay to Tsawwassen,1 hour 35 minutes,Queen of New Westminster,2:00 PM,2:07 PM,3:36 PM,On Time,1400,1,2,7,17
2573,2689,2016-09-25,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,3:00 PM,4:07 PM,5:42 PM,Mechanical difficulties with vessel,1500,1,2,67,18
2574,2690,2016-09-25,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,4:00 PM,4:28 PM,6:04 PM,Operational delay,1600,1,1,28,19
2575,2691,2016-09-25,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,5:00 PM,5:13 PM,6:48 PM,Traffic delays,1700,1,2,13,17
2576,2692,2016-09-25,Swartz Bay to Tsawwassen,1 hour 35 minutes,Queen of New Westminster,6:00 PM,6:02 PM,7:34 PM,On Time,1800,1,3,2,15
2577,2693,2016-09-25,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 PM,8:06 PM,9:38 PM,Mechanical difficulties with vessel,1900,2,4,66,14
2578,2694,2016-09-25,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,8:00 PM,8:27 PM,9:56 PM,Operational delay,2000,3,4,27,14
2579,2695,2016-09-25,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of British Columbia,9:00 PM,9:07 PM,10:38 PM,On Time,2100,2,2,7,14
2580,2696,2016-09-25,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,10:15 AM,10:20 AM,12:26 PM,On Time,1015,1,2,5,15
2581,2697,2016-09-25,Duke Point to Tsawwassen,2 hours,Queen of Alberni,12:45 PM,12:45 PM,2:46 PM,On Time,1245,1,2,0,16
2582,2698,2016-09-25,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,3:15 PM,3:25 PM,5:20 PM,Traffic delays,1515,1,2,10,18
2583,2699,2016-09-25,Duke Point to Tsawwassen,2 hours,Queen of Alberni,5:45 PM,5:53 PM,...,On Time,1745,2,2,8,17
2584,2700,2016-09-25,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,8:15 PM,8:21 PM,10:34 PM,On Time,2015,3,4,6,14
2585,2701,2016-09-25,Duke Point to Tsawwassen,2 hours,Queen of Alberni,10:45 PM,10:43 PM,ETA: 12:45 AM,On Time,2245,3,3,-2,13
2586,2702,2016-09-25,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,6:20 AM,6:22 AM,8:12 AM,On Time,620,1,1,2,11
2587,2703,2016-09-25,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,8:30 AM,8:30 AM,10:18 AM,On Time,830,1,2,0,13
2588,2704,2016-09-25,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,10:40 AM,10:38 AM,12:20 PM,On Time,1040,1,2,-2,15
2589,2705,2016-09-25,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,12:50 PM,12:56 PM,2:42 PM,On Time,1250,2,2,6,16
2590,2706,2016-09-25,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,2:10 PM,2:13 PM,3:56 PM,On Time,1410,1,2,3,17
2591,2707,2016-09-25,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,3:10 PM,3:10 PM,4:52 PM,On Time,1510,1,2,0,18
2592,2708,2016-09-25,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,5:20 PM,5:26 PM,7:10 PM,On Time,1720,3,2,6,17
2593,2709,2016-09-25,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Coastal Renaissance,7:30 PM,7:31 PM,9:12 PM,On Time,1930,1,4,1,14
2594,2710,2016-09-25,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,9:30 PM,9:59 PM,11:44 PM,Traffic delays,2130,1,2,29,14
2595,2711,2016-09-25,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,6:00 AM,6:00 AM,6:22 AM,On Time,600,1,1,0,11
2596,2712,2016-09-25,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,8:00 AM,8:06 AM,8:28 AM,On Time,800,1,2,6,13
2597,2713,2016-09-25,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,10:05 AM,10:05 AM,10:26 AM,On Time,1005,1,2,0,15
2598,2714,2016-09-25,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,11:05 AM,11:13 AM,11:36 AM,On Time,1105,1,1,8,14
2599,2715,2016-09-25,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,12:10 PM,12:16 PM,12:38 PM,On Time,1210,1,2,6,16
2600,2716,2016-09-25,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,2:35 PM,2:35 PM,...,On Time,1435,1,2,0,17
2601,2717,2016-09-25,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,3:45 PM,3:50 PM,4:12 PM,On Time,1545,1,2,5,18
2602,2718,2016-09-25,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,4:45 PM,4:49 PM,5:10 PM,On Time,1645,1,1,4,19
2603,2719,2016-09-25,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,5:50 PM,5:49 PM,6:10 PM,On Time,1750,2,2,-1,17
2604,2720,2016-09-25,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,6:50 PM,6:49 PM,7:10 PM,On Time,1850,2,3,-1,15
2605,2721,2016-09-25,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,7:50 PM,7:49 PM,8:08 PM,On Time,1950,3,4,-1,14
2606,2722,2016-09-25,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,9:40 PM,9:39 PM,10:00 PM,On Time,2140,2,2,-1,14
2607,2723,2016-09-25,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,6:20 AM,6:22 AM,8:04 AM,On Time,620,1,1,2,11
2608,2724,2016-09-25,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Coastal Renaissance,8:30 AM,8:30 AM,10:08 AM,On Time,830,1,2,0,13
2609,2725,2016-09-25,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,10:40 AM,10:47 AM,12:28 PM,On Time,1040,1,2,7,15
2610,2726,2016-09-25,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Coastal Renaissance,12:50 PM,12:51 PM,2:36 PM,On Time,1250,2,2,1,16
2611,2727,2016-09-25,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,3:10 PM,3:15 PM,4:56 PM,On Time,1510,1,2,5,18
2612,2728,2016-09-25,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Coastal Renaissance,5:20 PM,5:22 PM,7:02 PM,On Time,1720,3,2,2,17
2613,2729,2016-09-25,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,6:30 PM,6:54 PM,8:38 PM,Traffic delays,1830,3,3,24,15
2614,2730,2016-09-25,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,7:30 PM,7:44 PM,9:26 PM,Stalled vehicle on car deck,1930,1,4,14,14
2615,2731,2016-09-25,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Coastal Renaissance,9:30 PM,9:32 PM,...,On Time,2130,1,2,2,14
2616,2732,2016-09-25,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,7:20 AM,7:20 AM,8:04 AM,On Time,720,1,4,0,13
2617,2733,2016-09-25,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,9:25 AM,9:26 AM,10:08 AM,On Time,925,1,3,1,13
